customer_id,first_name,last_name,email,country,signup_date
114,Jane,Miller,customer114@example.com,France,2023-11-28
115,John,Davis,customer115@example.com,UK,2023-09-18
116,Jane,Johnson,customer116@example.com,France,2022-05-02
117,Mike,Brown,customer117@example.com,France,2022-05-12
118,Mike,Miller,customer118@example.com,USA,2022-04-10
119,Chris,Martinez,customer119@example.com,France,2023-02-08
120,Lisa,Garcia,customer120@example.com,Canada,2023-01-18
121,Jane,Martinez,customer121@example.com,France,2022-12-14
122,Chris,Jones,customer122@example.com,France,2023-07-26
123,Chris,Jones,customer123@example.com,USA,2023-01-10
124,Lisa,Smith,customer124@example.com,USA,2022-05-28
125,Anna,Miller,customer125@example.com,USA,2022-07-23
126,James,Jones,customer126@example.com,Canada,2023-09-09
127,David,Smith,customer127@example.com,France,2023-06-06
128,James,Martinez,customer128@example.com,France,2023-02-16
129,John,Smith,customer129@example.com,USA,2023-05-28
130,Jane,Martinez,customer130@example.com,Canada,2022-02-11
131,James,Davis,customer131@example.com,Canada,2022-02-16
132,David,Jones,customer132@example.com,USA,2022-02-09
133,Emily,Brown,customer133@example.com,USA,2022-05-21
134,Jane,Martinez,customer134@example.com,USA,2024-01-01
135,David,Garcia,customer135@example.com,India,2022-12-08
136,Chris,Brown,customer136@example.com,USA,2023-05-01
137,Mike,Brown,customer137@example.com,Canada,2023-06-16
138,Anna,Martinez,customer138@example.com,Germany,2023-04-13
139,John,Jones,customer139@example.com,USA,2022-06-02
140,David,Williams,customer140@example.com,Australia,2023-09-13
141,James,Johnson,customer141@example.com,Australia,2023-06-12
142,Mike,Smith,customer142@example.com,USA,2022-05-24
143,James,Jones,customer143@example.com,Canada,2022-12-02
144,Jane,Davis,customer144@example.com,USA,2023-09-20
145,David,Smith,customer145@example.com,USA,2022-11-23
146,James,Martinez,customer146@example.com,USA,2022-06-16
147,Lisa,Garcia,customer147@example.com,UK,2023-02-07
148,Sarah,Williams,customer148@example.com,Canada,2023-09-24
149,Mike,Johnson,customer149@example.com,USA,2022-11-03
150,Emily,Jones,customer150@example.com,USA,2023-08-31
151,Mike,Garcia,customer151@example.com,India,2022-12-11
152,James,Miller,customer152@example.com,USA,2023-06-04
153,James,Williams,customer153@example.com,USA,2023-06-06
154,John,Brown,customer154@example.com,Canada,2023-06-30
155,Lisa,Williams,customer155@example.com,Australia,2023-05-17
156,Emily,Rodriguez,customer156@example.com,USA,2023-12-27
157,Anna,Garcia,customer157@example.com,UK,2023-07-31
158,John,Rodriguez,customer158@example.com,Germany,2022-11-03
159,Jane,Rodriguez,customer159@example.com,USA,2023-05-02
160,Emily,Jones,customer160@example.com,Germany,2022-01-18
161,David,Williams,customer161@example.com,USA,2023-01-13
162,Sarah,Jones,customer162@example.com,UK,2022-12-06
163,John,Davis,customer163@example.com,UK,2023-11-21
164,Sarah,Jones,customer164@example.com,Canada,2022-04-23
165,Lisa,Garcia,customer165@example.com,USA,2023-03-03
166,Jane,Johnson,customer166@example.com,France,2023-08-21
167,Jane,Davis,customer167@example.com,USA,2022-11-12
168,Anna,Johnson,customer168@example.com,USA,2023-12-06
169,Jane,Williams,customer169@example.com,USA,2023-10-07
170,James,Brown,customer170@example.com,UK,2022-01-28
171,Mike,Miller,customer171@example.com,UK,2023-09-04
172,Mike,Rodriguez,customer172@example.com,USA,2023-05-01
173,Anna,Garcia,customer173@example.com,Canada,2022-09-29
174,James,Johnson,customer174@example.com,USA,2023-11-03
175,Mike,Miller,customer175@example.com,UK,2023-08-16
176,David,Smith,customer176@example.com,USA,2023-08-15
177,James,Jones,customer177@example.com,UK,2022-08-22
178,Lisa,Rodriguez,customer178@example.com,USA,2022-02-22
179,Chris,Johnson,customer179@example.com,India,2023-08-21
180,Sarah,Davis,customer180@example.com,USA,2023-05-07
181,James,Garcia,customer181@example.com,USA,2022-06-24
182,Sarah,Jones,customer182@example.com,USA,2023-06-21
183,David,Martinez,customer183@example.com,India,2023-10-07
184,Chris,Miller,customer184@example.com,France,2023-09-27
185,Emily,Garcia,customer185@example.com,USA,2023-01-25
186,Anna,Johnson,customer186@example.com,UK,2022-06-01
187,James,Brown,customer187@example.com,France,2023-11-29
188,Anna,Davis,customer188@example.com,UK,2022-09-06
189,Jane,Smith,customer189@example.com,Canada,2022-02-02
190,Sarah,Martinez,customer190@example.com,USA,2023-08-10
191,Sarah,Rodriguez,customer191@example.com,USA,2023-12-19
192,Jane,Garcia,customer192@example.com,France,2022-04-23
193,Emily,Martinez,customer193@example.com,India,2022-07-15
194,John,Brown,customer194@example.com,UK,2022-01-20
195,Lisa,Johnson,customer195@example.com,USA,2023-03-28
196,James,Davis,customer196@example.com,USA,2022-11-18
197,Sarah,Jones,customer197@example.com,Germany,2023-03-05
198,Lisa,Miller,customer198@example.com,France,2022-06-05
199,Sarah,Johnson,customer199@example.com,France,2023-02-27
200,John,Williams,customer200@example.com,Germany,2023-12-09
201,Jane,Smith,customer201@example.com,UK,2022-07-28
202,John,Smith,customer202@example.com,USA,2023-02-25
203,Sarah,Jones,customer203@example.com,USA,2023-05-29
204,Jane,Davis,customer204@example.com,France,2023-09-19
205,John,Johnson,customer205@example.com,UK,2023-04-28
206,Emily,Johnson,customer206@example.com,USA,2022-03-05
207,Jane,Brown,customer207@example.com,USA,2023-12-24
208,James,Rodriguez,customer208@example.com,UK,2022-05-22
209,Sarah,Williams,customer209@example.com,USA,2023-06-16
210,David,Miller,customer210@example.com,USA,2022-08-01
211,Anna,Davis,customer211@example.com,Canada,2023-07-29
212,Sarah,Garcia,customer212@example.com,UK,2022-11-29
213,James,Rodriguez,customer213@example.com,UK,2023-11-10
214,Mike,Miller,customer214@example.com,USA,2023-05-05
215,Lisa,Martinez,customer215@example.com,Germany,2023-06-23
216,Lisa,Williams,customer216@example.com,USA,2023-01-21
217,Anna,Miller,customer217@example.com,USA,2022-11-18
218,Sarah,Johnson,customer218@example.com,Germany,2022-06-27
219,Anna,Davis,customer219@example.com,UK,2023-04-16
220,Chris,Martinez,customer220@example.com,France,2023-06-30
221,Sarah,Miller,customer221@example.com,UK,2022-12-17
222,Jane,Jones,customer222@example.com,UK,2023-07-14
223,Jane,Smith,customer223@example.com,USA,2022-12-29
224,Chris,Garcia,customer224@example.com,USA,2023-11-24
225,Emily,Brown,customer225@example.com,USA,2023-11-29
226,Chris,Davis,customer226@example.com,USA,2023-10-21
227,Chris,Davis,customer227@example.com,Australia,2023-12-11
228,Anna,Brown,customer228@example.com,USA,2022-09-28
229,John,Garcia,customer229@example.com,France,2023-09-17
230,Jane,Johnson,customer230@example.com,UK,2023-05-11
231,John,Garcia,customer231@example.com,Germany,2022-07-16
232,Chris,Rodriguez,customer232@example.com,Canada,2022-09-10
233,Emily,Garcia,customer233@example.com,UK,2022-10-13
234,Jane,Smith,customer234@example.com,Canada,2023-07-26
235,Sarah,Miller,customer235@example.com,USA,2022-11-02
236,Sarah,Jones,customer236@example.com,Germany,2022-08-19
237,Sarah,Brown,customer237@example.com,USA,2022-11-01
238,James,Johnson,customer238@example.com,USA,2022-10-23
239,Anna,Davis,customer239@example.com,UK,2023-12-23
240,Mike,Johnson,customer240@example.com,USA,2022-08-01
241,Chris,Brown,customer241@example.com,India,2023-12-08
242,Mike,Martinez,customer242@example.com,Australia,2023-12-23
243,David,Smith,customer243@example.com,India,2023-05-16
244,Anna,Smith,customer244@example.com,USA,2022-11-21
245,Sarah,Garcia,customer245@example.com,USA,2023-05-07
246,Jane,Brown,customer246@example.com,India,2022-12-24
247,Anna,Williams,customer247@example.com,Canada,2023-07-28
248,James,Martinez,customer248@example.com,Australia,2022-10-08
249,Jane,Brown,customer249@example.com,Australia,2022-10-22
250,John,Johnson,customer250@example.com,France,2022-05-05
251,James,Rodriguez,customer251@example.com,USA,2023-08-11
252,John,Brown,customer252@example.com,USA,2023-11-24
253,Jane,Martinez,customer253@example.com,France,2023-07-11
254,Sarah,Brown,customer254@example.com,USA,2023-01-24
255,Mike,Brown,customer255@example.com,USA,2023-02-09
256,Chris,Garcia,customer256@example.com,UK,2022-12-20
257,Anna,Williams,customer257@example.com,India,2022-05-30
258,Anna,Martinez,customer258@example.com,UK,2022-10-25
259,Sarah,Smith,customer259@example.com,UK,2022-02-13
260,Chris,Jones,customer260@example.com,USA,2022-10-22
261,John,Williams,customer261@example.com,UK,2022-03-22
262,Mike,Williams,customer262@example.com,Australia,2022-12-21
263,Chris,Rodriguez,customer263@example.com,USA,2023-03-29
264,John,Jones,customer264@example.com,Canada,2023-11-03
265,Chris,Williams,customer265@example.com,France,2022-09-20
266,David,Johnson,customer266@example.com,Germany,2023-05-06
267,Anna,Smith,customer267@example.com,UK,2022-08-08
268,David,Williams,customer268@example.com,Germany,2022-07-26
269,Chris,Smith,customer269@example.com,USA,2023-07-06
270,James,Garcia,customer270@example.com,USA,2022-10-05
271,Anna,Brown,customer271@example.com,France,2023-07-30
272,Mike,Martinez,customer272@example.com,France,2023-12-14
273,Sarah,Garcia,customer273@example.com,France,2022-10-06
274,David,Smith,customer274@example.com,India,2022-05-21
275,Sarah,Williams,customer275@example.com,Canada,2022-04-22
276,John,Jones,customer276@example.com,Canada,2023-09-23
277,Lisa,Smith,customer277@example.com,Germany,2023-08-24
278,James,Williams,customer278@example.com,UK,2022-09-03
279,John,Miller,customer279@example.com,Germany,2022-09-06
280,Emily,Rodriguez,customer280@example.com,Germany,2022-02-21
281,John,Johnson,customer281@example.com,France,2023-11-17
282,John,Johnson,customer282@example.com,USA,2023-06-28
283,Lisa,Davis,customer283@example.com,USA,2022-08-20
284,Anna,Davis,customer284@example.com,USA,2023-10-16
285,James,Garcia,customer285@example.com,UK,2022-08-27
286,James,Rodriguez,customer286@example.com,USA,2022-02-23
287,Mike,Martinez,customer287@example.com,Canada,2022-04-13
288,John,Johnson,customer288@example.com,Canada,2023-02-28
289,James,Davis,customer289@example.com,USA,2022-12-05
290,Jane,Rodriguez,customer290@example.com,UK,2023-04-29
291,Mike,Brown,customer291@example.com,USA,2022-04-13
292,Jane,Martinez,customer292@example.com,USA,2023-11-29
293,Lisa,Smith,customer293@example.com,France,2022-05-21
294,Jane,Rodriguez,customer294@example.com,USA,2022-01-06
295,Sarah,Jones,customer295@example.com,USA,2023-07-18
296,Chris,Davis,customer296@example.com,Canada,2022-06-11
297,Jane,Smith,customer297@example.com,Germany,2023-02-21
298,Lisa,Smith,customer298@example.com,USA,2023-10-31
299,Sarah,Davis,customer299@example.com,UK,2023-05-03
300,Lisa,Miller,customer300@example.com,USA,2023-05-04
301,Lisa,Miller,customer301@example.com,USA,2023-10-29
302,John,Johnson,customer302@example.com,Canada,2022-07-24
303,Lisa,Davis,customer303@example.com,Canada,2022-10-22
304,Jane,Davis,customer304@example.com,UK,2022-11-25
305,Chris,Johnson,customer305@example.com,Germany,2022-10-20
306,Lisa,Johnson,customer306@example.com,Australia,2023-10-24
307,Lisa,Garcia,customer307@example.com,Canada,2022-03-02
308,James,Martinez,customer308@example.com,USA,2022-04-02
309,Emily,Williams,customer309@example.com,Germany,2023-10-30
310,David,Johnson,customer310@example.com,USA,2023-08-11
311,Sarah,Williams,customer311@example.com,Canada,2022-08-26
312,Emily,Jones,customer312@example.com,USA,2023-07-02
313,Sarah,Martinez,customer313@example.com,USA,2022-02-08
314,David,Martinez,customer314@example.com,Australia,2022-06-29
315,Chris,Rodriguez,customer315@example.com,France,2023-03-04
316,Mike,Garcia,customer316@example.com,UK,2022-06-30
317,David,Miller,customer317@example.com,Canada,2022-02-07
318,Anna,Martinez,customer318@example.com,USA,2023-02-11
319,Emily,Rodriguez,customer319@example.com,USA,2023-05-23
320,Jane,Jones,customer320@example.com,USA,2022-07-10
321,John,Davis,customer321@example.com,Canada,2022-10-24
322,Anna,Rodriguez,customer322@example.com,Germany,2022-02-08
323,Lisa,Martinez,customer323@example.com,UK,2022-01-10
324,Lisa,Miller,customer324@example.com,USA,2022-11-02
325,Jane,Johnson,customer325@example.com,Australia,2023-08-05
326,Jane,Johnson,customer326@example.com,Germany,2023-09-10
327,James,Rodriguez,customer327@example.com,UK,2022-04-20
328,Sarah,Brown,customer328@example.com,UK,2022-12-10
329,James,Miller,customer329@example.com,Canada,2022-10-19
330,David,Davis,customer330@example.com,USA,2023-04-11
331,Mike,Brown,customer331@example.com,USA,2023-10-19
332,Emily,Miller,customer332@example.com,Germany,2023-07-11
333,Jane,Garcia,customer333@example.com,USA,2023-06-21
334,Sarah,Davis,customer334@example.com,USA,2023-05-21
335,Emily,Miller,customer335@example.com,USA,2022-05-18
336,David,Miller,customer336@example.com,USA,2023-06-01
337,Mike,Johnson,customer337@example.com,France,2023-04-25
338,Anna,Garcia,customer338@example.com,Germany,2022-10-07
339,James,Miller,customer339@example.com,Canada,2022-07-17
340,David,Garcia,customer340@example.com,USA,2022-04-26
341,Lisa,Jones,customer341@example.com,Canada,2022-12-05
342,James,Garcia,customer342@example.com,Canada,2022-06-16
343,John,Williams,customer343@example.com,USA,2023-04-15
344,James,Davis,customer344@example.com,Canada,2023-10-26
345,David,Johnson,customer345@example.com,USA,2022-09-21
346,Jane,Johnson,customer346@example.com,UK,2022-07-10
347,Mike,Johnson,customer347@example.com,UK,2022-01-15
348,David,Johnson,customer348@example.com,USA,2022-12-12
349,Jane,Miller,customer349@example.com,USA,2022-10-30
350,Jane,Johnson,customer350@example.com,UK,2023-08-05
351,James,Garcia,customer351@example.com,Canada,2023-11-22
352,Mike,Williams,customer352@example.com,France,2022-07-17
353,David,Rodriguez,customer353@example.com,UK,2022-06-29
354,David,Smith,customer354@example.com,USA,2023-09-18
355,Lisa,Martinez,customer355@example.com,USA,2023-10-17
356,Sarah,Rodriguez,customer356@example.com,UK,2023-02-20
357,Emily,Rodriguez,customer357@example.com,USA,2023-03-14
358,Sarah,Garcia,customer358@example.com,UK,2023-06-12
359,David,Johnson,customer359@example.com,India,2022-12-02
360,James,Miller,customer360@example.com,UK,2022-03-30
361,Anna,Garcia,customer361@example.com,USA,2023-02-15
362,David,Miller,customer362@example.com,UK,2023-11-17
363,John,Smith,customer363@example.com,Canada,2022-04-08
364,Jane,Jones,customer364@example.com,Canada,2022-07-09
365,Chris,Martinez,customer365@example.com,India,2022-05-24
366,David,Jones,customer366@example.com,USA,2023-05-04
367,John,Garcia,customer367@example.com,Australia,2022-11-28
368,John,Johnson,customer368@example.com,India,2022-09-12
369,Emily,Martinez,customer369@example.com,USA,2022-01-07
370,Mike,Rodriguez,customer370@example.com,USA,2022-09-25
371,David,Brown,customer371@example.com,USA,2023-01-28
372,Mike,Williams,customer372@example.com,USA,2022-08-30
373,Anna,Davis,customer373@example.com,USA,2023-04-03
374,James,Brown,customer374@example.com,UK,2022-10-01
375,Chris,Johnson,customer375@example.com,USA,2022-12-04
376,James,Garcia,customer376@example.com,USA,2022-11-06
377,John,Rodriguez,customer377@example.com,France,2023-08-20
378,Jane,Garcia,customer378@example.com,USA,2023-08-10
379,Jane,Johnson,customer379@example.com,France,2022-01-12
380,Mike,Jones,customer380@example.com,USA,2022-09-25
381,James,Martinez,customer381@example.com,USA,2023-11-01
382,John,Brown,customer382@example.com,UK,2023-01-04
383,Emily,Miller,customer383@example.com,UK,2023-12-11
384,Lisa,Rodriguez,customer384@example.com,France,2022-08-30
385,James,Martinez,customer385@example.com,Germany,2022-03-05
386,Mike,Martinez,customer386@example.com,France,2023-11-15
387,Chris,Rodriguez,customer387@example.com,USA,2022-05-02
388,Mike,Smith,customer388@example.com,USA,2023-04-22
389,John,Martinez,customer389@example.com,Germany,2022-11-11
390,David,Jones,customer390@example.com,France,2022-06-13
391,Emily,Smith,customer391@example.com,Australia,2023-02-20
392,John,Williams,customer392@example.com,Canada,2023-12-04
393,Emily,Jones,customer393@example.com,USA,2023-05-30
394,Sarah,Jones,customer394@example.com,Germany,2023-12-22
395,Sarah,Garcia,customer395@example.com,USA,2022-11-15
396,Jane,Garcia,customer396@example.com,India,2023-12-08
397,Emily,Smith,customer397@example.com,France,2022-05-01
398,James,Williams,customer398@example.com,Canada,2023-10-17
399,Chris,Williams,customer399@example.com,Germany,2022-10-30
400,Lisa,Martinez,customer400@example.com,Germany,2023-01-12
401,Mike,Miller,customer401@example.com,USA,2023-09-22
402,Sarah,Johnson,customer402@example.com,India,2022-08-15
403,Mike,Williams,customer403@example.com,Canada,2022-08-13
404,Mike,Smith,customer404@example.com,France,2022-05-17
405,Chris,Johnson,customer405@example.com,USA,2023-05-05
406,John,Rodriguez,customer406@example.com,France,2022-06-06
407,Mike,Brown,customer407@example.com,USA,2023-04-11
408,Emily,Miller,customer408@example.com,USA,2023-09-13
409,Chris,Miller,customer409@example.com,India,2023-01-18
410,Sarah,Davis,customer410@example.com,USA,2023-03-02
411,David,Garcia,customer411@example.com,USA,2023-12-20
412,Mike,Williams,customer412@example.com,Australia,2023-07-17
413,Jane,Garcia,customer413@example.com,Australia,2023-04-28
414,Chris,Jones,customer414@example.com,UK,2023-07-05
415,John,Garcia,customer415@example.com,UK,2023-11-12
416,Anna,Martinez,customer416@example.com,Canada,2022-08-12
417,Sarah,Martinez,customer417@example.com,USA,2022-09-11
418,Sarah,Johnson,customer418@example.com,USA,2023-11-28
419,Anna,Smith,customer419@example.com,UK,2023-09-03
420,Emily,Williams,customer420@example.com,Germany,2022-03-25
421,David,Williams,customer421@example.com,Germany,2023-06-23
422,Sarah,Martinez,customer422@example.com,Germany,2023-04-03
423,Sarah,Smith,customer423@example.com,USA,2023-06-25
424,John,Johnson,customer424@example.com,Canada,2023-12-22
425,Sarah,Jones,customer425@example.com,USA,2023-01-06
426,Chris,Davis,customer426@example.com,Canada,2022-03-21
427,Emily,Miller,customer427@example.com,Canada,2023-08-01
428,David,Davis,customer428@example.com,France,2022-04-25
429,Jane,Martinez,customer429@example.com,USA,2022-03-05
430,David,Davis,customer430@example.com,USA,2023-07-15
431,Emily,Miller,customer431@example.com,USA,2023-06-02
432,James,Jones,customer432@example.com,Germany,2022-07-27
433,Chris,Brown,customer433@example.com,UK,2023-08-10
434,James,Rodriguez,customer434@example.com,USA,2023-07-04
435,Emily,Johnson,customer435@example.com,USA,2022-06-03
436,John,Garcia,customer436@example.com,Germany,2022-06-18
437,Jane,Miller,customer437@example.com,USA,2022-12-02
438,David,Johnson,customer438@example.com,France,2023-06-17
439,Mike,Jones,customer439@example.com,Germany,2023-03-29
440,Lisa,Martinez,customer440@example.com,USA,2022-04-30
441,David,Davis,customer441@example.com,USA,2023-11-28
442,John,Rodriguez,customer442@example.com,Australia,2022-07-30
443,Jane,Jones,customer443@example.com,USA,2023-08-21
444,Lisa,Smith,customer444@example.com,USA,2023-05-16
445,Chris,Brown,customer445@example.com,France,2022-04-04
446,Emily,Miller,customer446@example.com,India,2023-06-07
447,Emily,Martinez,customer447@example.com,Australia,2023-04-02
448,Chris,Smith,customer448@example.com,Germany,2022-02-26
449,Lisa,Smith,customer449@example.com,USA,2023-04-10
450,James,Brown,customer450@example.com,USA,2022-05-16
451,Jane,Jones,customer451@example.com,Germany,2023-06-10
452,Chris,Brown,customer452@example.com,UK,2023-03-02
453,Lisa,Williams,customer453@example.com,Canada,2023-04-13
454,Sarah,Jones,customer454@example.com,India,2023-08-01
455,David,Jones,customer455@example.com,USA,2022-03-01
456,John,Garcia,customer456@example.com,Canada,2023-07-27
457,Chris,Johnson,customer457@example.com,USA,2023-04-19
458,John,Smith,customer458@example.com,Canada,2023-11-20
459,James,Davis,customer459@example.com,USA,2022-11-12
460,James,Miller,customer460@example.com,USA,2022-01-23
461,Sarah,Williams,customer461@example.com,USA,2023-02-10
462,Emily,Williams,customer462@example.com,UK,2022-09-18
463,Chris,Miller,customer463@example.com,Germany,2022-01-04
464,Jane,Rodriguez,customer464@example.com,UK,2022-08-12
465,Emily,Brown,customer465@example.com,Australia,2023-08-16
466,Lisa,Rodriguez,customer466@example.com,USA,2022-03-16
467,Emily,Rodriguez,customer467@example.com,USA,2022-02-16
468,Jane,Garcia,customer468@example.com,France,2023-03-10
469,David,Johnson,customer469@example.com,USA,2022-12-19
470,James,Miller,customer470@example.com,Australia,2023-12-19
471,David,Smith,customer471@example.com,USA,2022-03-07
472,Chris,Miller,customer472@example.com,Australia,2023-07-09
473,Emily,Smith,customer473@example.com,USA,2022-03-03
474,Chris,Davis,customer474@example.com,France,2022-03-12
475,David,Johnson,customer475@example.com,Canada,2023-04-29
476,James,Garcia,customer476@example.com,Australia,2022-02-02
477,Mike,Martinez,customer477@example.com,USA,2022-10-21
478,Sarah,Miller,customer478@example.com,UK,2023-02-23
479,Chris,Martinez,customer479@example.com,Australia,2022-07-04
480,Chris,Miller,customer480@example.com,Canada,2022-05-19
481,Mike,Miller,customer481@example.com,UK,2023-10-19
482,Lisa,Jones,customer482@example.com,UK,2023-10-24
483,Lisa,Johnson,customer483@example.com,Canada,2023-03-07
484,David,Miller,customer484@example.com,UK,2023-01-19
485,Chris,Smith,customer485@example.com,UK,2023-01-27
486,James,Garcia,customer486@example.com,India,2023-04-05
487,John,Williams,customer487@example.com,USA,2023-01-22
488,David,Martinez,customer488@example.com,USA,2023-01-20
489,David,Davis,customer489@example.com,Australia,2022-03-24
490,Sarah,Garcia,customer490@example.com,France,2023-12-01
491,Chris,Johnson,customer491@example.com,Canada,2023-11-09
492,Lisa,Miller,customer492@example.com,UK,2023-07-07
493,Lisa,Johnson,customer493@example.com,USA,2022-05-17
